destination,name,area,subarea,boulder,grade,stars,FA,FA_year,style_icon_1,style_icon_2,style_icon_3,style_icon_4,description
Squamish,Shade Mantel,Grand Wall,Titanic North,Made in the Shade,V3,3,,,,,,,Start matched on the huge sloping shelf on the lip of the overhang. Move right to the arête then flop onto the shelf| an inelegant maneuver for most.
Squamish,Shade Mantis,Grand Wall,Titanic North,Made in the Shade,V7,2,Ben Life,2020,sit-start,,,,Start seated underneath the overhang using an undercling crimp for the right hand and a thin crimp for the left. Pull on| make a long move to the lip and then execute the dreaded Shade Mantel.
Squamish,Shade Dyke,Grand Wall,Titanic North,Made in the Shade,V0+,2,,,,,,,Start low and right on dyke holds and traverse left. A bit awkward depending on how you start and climb| but a good warm-up nonetheless.
Squamish,Made in the Shade,Grand Wall,Titanic North,Made in the Shade,V1,3,Stu Worrall,1996,,,,,Climb the smooth face in the middle of the boulder starting with good edges under the bulge. Crimp straight over the bulge to the top. Good fun.
Squamish,Smear Traverse,Grand Wall,Titanic North,Made in the Shade,V1,2,Tyrone Brett,1997,,,,,Traverse the long lip from right to left.
Squamish,Bark,Grand Wall,Titanic North,Bark,V1,2,Tyrone Brett,1997,,,,,Start out right matched on the lip. Make a rising leftward traverse to the lip and mantel in front of the log. Pressing up without touching it is the crux!
Squamish,Fast and Hard,Grand Wall,Titanic North,Depressed,V0+,2,,,sit-start,,,,Start seated in the depression using holds on the angled ramp. Pull on and make a quick move to a giant plate jug. More jugs lead over the top.
Squamish,Slow and Easy,Grand Wall,Titanic North,Depressed,V0,1,Bill Thomson,2020,sit-start,,,,Start seated compressing slopers on either side of the prow. Bill was 74 when he sent this!
Squamish,Depressed,Grand Wall,Titanic North,Depressed,V0,1,,,sit-start,,,,Start seated in a depression just left of the trail using a pair of very incut edges. A decent warm-up.
Squamish,Mr. Bigglesworth,Grand Wall,Titanic North,Bigglesworth,V7,4,Jack Fieldhouse,1999,powerful,sit-start,,,Start kind-of seated (depends on the pad arrangement) with a poor left face hold and a right arête sloper. Cruxy slaps lead up the arête to a slopey topout. An outstanding problem| but tough to pad if you're solo. Formerly V6| a broken foothold upped the ante.
Squamish,Mr. Bigglesworth Low,Grand Wall,Titanic North,Bigglesworth,V9,3,Tim Doyle,2005,powerful,sit-start,,,Start seated using a left undercling| a right edge just above it and a right heel-hook. A couple of quick snatches gain the left edge on the standard problem. Graded V10 before everyone started using the pre-placed heel-hook for the first move instead of footholds below
Squamish,Dr. Evil,Grand Wall,Titanic North,Bigglesworth,V5,3,Jack Fieldhouse,1999,,,,,Start with a right-hand V-notch and a left edge just below. Climb straight up| finishing slightly to the right. A fun problem| but a bit dabby.
Squamish,Dr. Bigglesworth,Grand Wall,Titanic North,Bigglesworth,V10,4,,,powerful,sit-start,,,Start as for Mr. Bigglesworth Low. Snatch the left start hold on Mr. Bigglesworth and then head left to gain the start holds on Dr. Evil| finishing up that problem. Powerful and pumpy. Solid for the grade.
Squamish,Snapper Head,Grand Wall,Titanic North,Bigglesworth,V3,0,Scott Tasaka,2002,crimpy,technical             ,,,Start on edges at 2 m left of the basalt sidepull. Head up and left to finish in the groove.
Squamish,Zip it Arête,Grand Wall,Titanic North,Bigglesworth,V0+,1,Jack Fieldhouse,2001,dangerous,,,,Climb the slabby arête on the right.
Squamish,Summer Freshies,Grand Wall,Titanic North,Anubis,V1,2,Curtis Suave,2019,sit-start,,,,Start seated with a left sidepull and a low right arête catch. Hit a perfect| positive hold and up.
Squamish,Halfway House,Grand Wall,Titanic North,Anubis,V11,3,Tim Clifford,2010,steep,powerful,,,Start in the middle of the roof powerfully squeezing a poor left edge on a ramp and a small right crimp (see the action picture on the next page for the correct position). Make a very difficult jump move to a better hold by the lip and then finish along the groove above. A lower start at the back of the roof is an unclimbed project and a very hard one at that. The full line has been done in two sections but never linked. A more recent and height-dependent version of the V11 starts with pre-placed double toe hooks on the Anubis hold| but that position is impossible to get into when coming out the roof from below. If you choose to start it that way| it's V8.
Squamish,Anubis,Grand Wall,Titanic North,Anubis,V7,4,Brad Tkachuk,2001,powerful,sit-start,,,Start this roof problem seated with a right edge and a sharp| left basalt tooth. Reach back and left under the roof to a crimpy rail then slap to the slopey lip. Gun for a high shelf and roll over the top. Steep and burly! In Egyptian mythology| Anubis was a jackal-headed deity who presided over the embalming process and accompanied dead kings in the afterworld.
Squamish,Superhero Mojo,Grand Wall,Titanic North,Anubis,V3,2,Jack Fieldhouse,2001,sit-start,,,,Start as for Mini-Me| but reach left to a small shelf and match. Crank directly up to the lip and execute another hard mantel just left of Mini-Me.
Squamish,Mini-Me,Grand Wall,Titanic North,Anubis,V2,2,Jack Fieldhouse,2001,sit-start,,,,Start seated using two small| incut basalt crimpers. Fire up the dyke to a very tricky mantel.
Squamish,Pyramid Traverse,Grand Wall,Titanic North,Mantra,V1,1,,,pumpy,,,,Start low on the lip and rail leftward to eventually gain a jug and the top. Decent moves.
Squamish,Webmaster,Grand Wall,Titanic North,Aid Stars,V3,1,Tyrone Brett,2000,,,,,Start midway out the cave by reaching to high crack slots on the left-hand wall. Traverse left around the corner to finish on the Aid Stars topout.
Squamish,Sea of Doubt,Grand Wall,Titanic North,Aid Stars,V6,4,Simon Parton,2012,technical,,,,Climb the narrow dihedral starting with a small| left-hand crystal sidepull at 1.25 m and a gaston hold on the arête. Press up on a poor left foothold and then on to better grips. Intricate and excellent!
Squamish,Surfin' on Heroin,Grand Wall,Titanic North,Surfin' on Heroin,V2,3,Dave Ferguson,2001,sit-start,,,,Start seated with your right hand on an incut sidepull and your left palming a slopey rail below. A big move gains a wild pocket. Finish above.
Squamish,Couch Surfer,Grand Wall,Titanic North,Surfin' on Heroin,V3,3,Jack Fieldhouse,2010,sit-start,,,,Start seated with a low| right arête pinch and a slopey rail under the overhang. Cool holds!
Squamish,Couch Snacks,Grand Wall,Titanic North,Surfin' on Heroin,V0,1,Jack Fieldhouse,2010,,,,,Start on a large jug| move left to a big edge feature| up to a small sidepull and then the top.
Squamish,Couch Potato,Grand Wall,Titanic North,Surfin' on Heroin,V0,2,Jack Fieldhouse,2010,sit-start,,,,Start seated with a right-hand pinch on a large rail and left on a scooped edge. Up on big holds.
Squamish,Couch Knish,Grand Wall,Titanic North,Surfin' on Heroin,V1,1,Eliza Brenman & Bill Thompson,2011,sit-start,,,,Start seated just right of Couch Potato with a knobby left hold and a right crimp.
Squamish,Muffin Tops,Grand Wall,Titanic North,Muffin Tops,V6,1,Chris Weldon & Jack Fieldhouse,2010,powerful,,,,Start matched on a sloper at 1.75 m and campus to a left edge and up.
Squamish,New and Improved,Grand Wall,Titanic North,Muffin Tops,V1,1,Jack Fieldhouse,2010,slabby,,,,The face and right-hand arête.
Squamish,The Waiting Game,Grand Wall,Titanic North,The Waiting Game,V3,3,Jack Fieldhouse,2010,,,,,Start matched on an edge. Pull to a right-facing sidepull and up above a nice| flat landing.
Squamish,Aid Stars,Grand Wall,Titanic North,Aid Stars,V4,4,Tyrone Brett,2000,sit-start,,,,Climb the arête. Start seated with your left hand palming a high sloper and your right crimping an incut| blocky sidepull. Enjoyable with good flow.
Squamish,Face It,Grand Wall,Titanic North,Aid Stars,V3,2,Tyrone Brett,2000,,,,,Start crouching matched on a low| flat sloper. Crank to a sidepull and mantel above.
Squamish,Crack Traverse,Grand Wall,Titanic North,Aid Stars,V1,1,,,pumpy,,,,Start low and left on slopers. Traverse right across the lip to the horizontal crack and finish up the arête.
Squamish,Another Green Traverse,Grand Wall,Thighmaster,Black Mark,V2,2,Remy Larocque & Ryan Davy,2007,,,,,Start in a slanting corner. Traverse right around the corner into Adam's Apple| climb to the lip and then rail to the top of Black Mark
Squamish,Adam's Apple,Grand Wall,Thighmaster,Black Mark,V1,3,Adam Diamond,1996,,,,,Start crouching matched on a low gaston. Pull left to a sidepull and fire for the lip.
Squamish,The Black Dyno,Grand Wall,Thighmaster,Black Mark,V3,2,Ryan Davy,2009,dynamic,sit-start,,,Start on Black Mark but immediately make a lateral move to the start of Adam's Apple. Walk your feet to the ramp then jump for the slanting lip. Top out to the right as for Another Green Traverse.
Squamish,Black Mark,Grand Wall,Thighmaster,Black Mark,V4,4,Chris Hecimovic,1996,powerful,sit-start,,,Start seated with the lowest two-handed sidepull and move powerfully up the angling dyke feature. An extremely popular problem. Get in line!
Squamish,Sandtwitch,Grand Wall,Thighmaster,Black Mark,V2,2,Tyrone Brett,1998,sit-start,,,,Twitch your way up the cramped prow right of the dyke. Start seated matched on the lip and exit to the left via the last move on Black Mark.
Squamish,Little Lip,Grand Wall,Thighmaster,Little Lip,V0,1,,,sit-start,,,,Climb the short boulder from either side.
Squamish,Last| but not Elise,Grand Wall,Thighmaster,Airtight Garage,V2,2,Marc Bourdon & Pam Bourdon,2006,sit-start,,,,On the uphill side of the corridor is a short| featured face. Start seated matched on a good sloper and use a poor right foothold to fire right to a jug. Crank to the big shelf with difficulty.
Squamish,Option B,Grand Wall,Thighmaster,Airtight Garage,V2,3,Chris Hecimovic,1996,,,,,Start with a right-hand gaston and a left arête hold. Make a wild move up the arête and then finish with easier moves. High in the grade.
Squamish,The Airtight Garage,Grand Wall,Thighmaster,Airtight Garage,V7,4,Jeremy Blumel,1996,crimpy,,,,Climb the smooth face starting with a two-handed sidepull and terrible footholds. Gun for the crimps and then the top. Intricate and bizarre| just like the legendary Moebius comic.
Squamish,Option Z,Grand Wall,Thighmaster,Airtight Garage,V1,1,Ryan Davy,2007,,,,,Start as far right on the arête as possible and climb leftward into the top of Airtight Garage
Squamish,Für Elise,Grand Wall,Thighmaster,Airtight Garage,V3,1,Marc Bourdon,2006,reachy,sit-start,,,Start seated matched in a small undercling with feet on the boulder below. Fire to a jug over the lip and then reach left to better holds. Named for Beethoven's famous solo piano piece
Squamish,Jughead,Grand Wall,Thighmaster,Jughead,V0,2,,,sit-start,,,,Start this short| fun problem seated. Grab the juggy rail| throw to the top and mantel.
Squamish,The Other Side,Grand Wall,Thighmaster,Treeson,V0,1,,,,,,,Climb the right side of the obvious arête.
Squamish,Treeson,Grand Wall,Thighmaster,Treeson,V2,2,Tyrone Brett,1997,,,,,Start low on the left side of the arête. A barn-door start leads to a few pulls up the arête.
Squamish,Lowdown,Grand Wall,Thighmaster,Lowdown,V1,3,Tyrone Brett,1997,,,,,Start this short| vertical face low and right on a slopey rail. Move up and left to better holds.
Squamish,Hot Dog in a Hallway,Grand Wall,Thighmaster,Treeson,V1,1,Ryan Davy,2009,sit-start,,,,Start seated in the corridor using crisp basalt crimpers. Climb up and right out of the tight corridor trying not to dab. Technical footwork.
Squamish,The Window,Grand Wall,Thighmaster,Treeson,V0,2,,,,,,,Start with your right hand on a sidepull and your left hand on an edge. Punch up the face and arête with the other boulder at your back.
Squamish,Headgear,Grand Wall,Thighmaster,Treeson,V0-,1,,,slabby,,,,Climb the face and arête left of The Window.
Squamish,Romper Stomper,Grand Wall,Thighmaster,Treeson,V0,2,,,slabby,,,,Climb the right side of the arête on the southwest corner of the boulder. A nice warm-up.
Squamish,Supertroll,Grand Wall,Thighmaster,Supertroll,V3,3,Tyrone Brett,2000,,,,,Start this steep problem with your hands jammed in a horizontal slot between the boulders. Reach back to the arête and then finish by working along the sharp prow. Physical and lots of fun!
Squamish,Under the Bridge,Grand Wall,Thighmaster,Under the Bridge,V4,2,,,,,,,Start crouching matched on a sloping shelf. Reach right under the roof to a horn| hit the bottom of the slab and then rail right to The Mailman mantel.
Squamish,The Mailman,Grand Wall,Thighmaster,Under the Bridge,V2,2,,,sit-start,,,,Start seated under the roof using dyke slots. Boulder straight over the lip and onto the slab above.
Squamish,Abdominal Cramps,Grand Wall,Thighmaster,Abdominal Crimps,V2,1,Stu Worrall,1996,sit-start,,,,Start lying down| matched on the lip of the concave face. Throw up a heel| snatch some holds and then roll| with difficulty| over the lip. Quest upward.
Squamish,What Have I Done?,Grand Wall,Thighmaster,What Have I Done?,V1,1,Tyrone Brett,1996,,,,,Start matched on the arête| hit the lip and traverse left to a tricky mantel beside Choss-a-block. Not a bad warm-up traverse. Add it to the circuit.
Squamish,Choss-a-block,Grand Wall,Thighmaster,Choss-a-Block,V2,3,Tyrone Brett,1997,sit-start,,,,Start seated using dyke holds on the boulder's corner. Grab a sidepull and finish up the prow.
Squamish,Gastonomical,Grand Wall,Thighmaster,Choss-a-Block,V5,3,Tyrone Brett,1997,reachy,technical             ,,,Start matched on a sidepull under the leaning tree and climb the overhanging face above. A funky and difficult one-mover. Harder for the short.
Squamish,Gas Arête,Grand Wall,Thighmaster,Choss-a-Block,V5,2,,,slopey,,,,Start matched on a small positive dyke hold on the arête. A few desperate slaps lead to better holds over the top. Finish by moving around to the left.
